[2021-12-06 00:11:26,223] I Kiwoom.py | Kiwoom-__init__-0053 I DEBUG    > Kiwoom() class start.
[2021-12-06 00:11:43,995] I Kiwoom.py | Kiwoom-get_login_info-0756 I DEBUG    > 계좌번호 : 8010187611
[2021-12-06 00:11:45,716] I Kiwoom.py | Kiwoom-msg_slot-0288 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [100000] 모의투자 조회완료
[2021-12-06 00:11:45,717] I Kiwoom.py | Kiwoom-_opw00001-0819 I DEBUG    > 예수금 : 59582214
[2021-12-06 00:11:45,785] I Kiwoom.py | Kiwoom-msg_slot-0288 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [100000] 모의투자 조회완료
[2021-12-06 00:11:45,786] I Kiwoom.py | Kiwoom-_opw00018-0980 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 38,290,680 - -934,101 - -2.44
[2021-12-06 00:11:45,789] I Kiwoom.py | Kiwoom-_opw00018-1008 I DEBUG    > sPreNext : 
[2021-12-06 00:11:45,856] I MySQL_control.py | Kiwoom-logging_print-0065 I DEBUG    > SUCCESS LOAD stocks_portfolio TABLE LIST FROM DB!
[2021-12-06 00:11:46,108] I MySQL_control.py | Kiwoom-logging_print-0065 I DEBUG    > SUCCESS LOAD 강환국_울트라_소형주_DATA FROM DB!
[2021-12-06 00:11:46,312] I Kiwoom.py | Kiwoom-Set_Condition_Receive-0204 I DEBUG    > 조건검색 조회 요청 성공
[2021-12-06 07:03:03,921] I Kiwoom.py | Kiwoom-__init__-0053 I DEBUG    > Kiwoom() class start.
[2021-12-06 07:03:31,272] I Kiwoom.py | Kiwoom-get_login_info-0756 I DEBUG    > 계좌번호 : 8010187611
[2021-12-06 07:03:31,351] I Kiwoom.py | Kiwoom-msg_slot-0288 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [100000] 모의투자 조회완료
[2021-12-06 07:03:31,352] I Kiwoom.py | Kiwoom-_opw00001-0819 I DEBUG    > 예수금 : 59582214
